0,53;-0,91
1,59;-0,91
1,06;0
1,06;0
0,53;0,91
0,53;0,91
-0,53;0,91
-1,06;1,82
-1,59;0,91
-0,53;0,91
-0,53;0,91
-0,53;0,91
-0,53;0,91
-0,53;0,91
0,53;0,91
0,53;0,91
0,53;0,91
1,06;1,82
1,06;1,82
1,06;1,82
1,59;2,73
